,index,cve_id,cve_desc,cwe_id,new_cwe,result
624,821,CVE-2022-29960,"Emerson OpenBSI through 2022-04-29 uses weak cryptography. It is an engineering environment for the ControlWave and Bristol Babcock line of RTUs. DES with hardcoded cryptographic keys is used for protection of certain system credentials, engineering files, and sensitive utilities.",CWE-327,CWE-327,0
625,822,CVE-2022-1641,Use after free in Web UI Diagnostics in Google Chrome on Chrome OS prior to 101.0.4951.64 allowed a remote attacker who convinced a user to engage in specific UI interactions to potentially exploit heap corruption via specific user interaction.,CWE-416,CWE-416,0
626,823,CVE-2022-1640,Use after free in Sharing in Google Chrome prior to 101.0.4951.64 allowed a remote attacker who convinced a user to engage in specific UI interactions to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
627,824,CVE-2022-1639,Use after free in ANGLE in Google Chrome prior to 101.0.4951.64 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
628,825,CVE-2022-1637,Inappropriate implementation in Web Contents in Google Chrome prior to 101.0.4951.64 allowed a remote attacker to leak cross-origin data via a crafted HTML page.,CWE-668,CWE-668,0
629,826,CVE-2022-1636,Use after free in Performance APIs in Google Chrome prior to 101.0.4951.64 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
630,827,CVE-2022-1635,Use after free in Permission Prompts in Google Chrome prior to 101.0.4951.64 allowed a remote attacker who convinced a user to engage in specific UI interactions to potentially exploit heap corruption via specific user interactions.,CWE-416,CWE-416,0
631,828,CVE-2022-1634,Use after free in Browser UI in Google Chrome prior to 101.0.4951.64 allowed a remote attacker who had convinced a user to engage in specific UI interaction to potentially exploit heap corruption via specific user interactions.,CWE-416,CWE-416,0
632,829,CVE-2022-1633,Use after free in Sharesheet in Google Chrome on Chrome OS prior to 101.0.4951.64 allowed a remote attacker who convinced a user to engage in specific UI interactions to potentially exploit heap corruption via specific user interactions.,CWE-416,CWE-416,0
633,830,CVE-2022-1501,Inappropriate implementation in iframe in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to leak cross-origin data via a crafted HTML page.,CWE-668,CWE-668,0
634,831,CVE-2022-1500,Insufficient data validation in Dev Tools in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to bypass content security policy via a crafted HTML page.,CWE-20,CWE-20,0
635,832,CVE-2022-1499,Inappropriate implementation in WebAuthentication in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to bypass same origin policy via a crafted HTML page.,CWE-863,CWE-863,0
636,833,CVE-2022-1498,Inappropriate implementation in HTML Parser in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to leak cross-origin data via a crafted HTML page.,CWE-668,CWE-668,0
637,834,CVE-2022-1497,Inappropriate implementation in Input in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to spoof the contents of cross-origin websites via a crafted HTML page.,CWE-346,CWE-346,0
638,835,CVE-2022-1496,Use after free in File Manager in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to potentially exploit heap corruption via specific and direct user interaction.,CWE-416,CWE-416,0
639,836,CVE-2022-1495,Incorrect security UI in Downloads in Google Chrome on Android prior to 101.0.4951.41 allowed a remote attacker to spoof the APK downloads dialog via a crafted HTML page.,CWE-290,CWE-290,0
640,837,CVE-2022-1494,Insufficient data validation in Trusted Types in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to bypass trusted types policy via a crafted HTML page.,CWE-79,CWE-79,0
641,838,CVE-2022-1493,Use after free in Dev Tools in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to potentially exploit heap corruption via specific and direct user interaction.,CWE-416,CWE-416,0
642,839,CVE-2022-1492,Insufficient data validation in Blink Editing in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to inject arbitrary scripts or HTML via a crafted HTML page.,CWE-79,CWE-79,0
643,840,CVE-2022-1491,Use after free in Bookmarks in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to potentially exploit heap corruption via specific and direct user interaction.,CWE-416,CWE-416,0
644,841,CVE-2022-1490,Use after free in Browser Switcher in Google Chrome prior to 101.0.4951.41 allowed a remote attacker who convinced a user to engage in specific user interaction to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
645,842,CVE-2022-1489,"Out of bounds memory access in UI Shelf in Google Chrome on Chrome OS, Lacros prior to 101.0.4951.41 allowed a remote attacker to potentially exploit heap corruption via specific user interactions.",CWE-787,CWE-787,0
646,843,CVE-2022-1488,Inappropriate implementation in Extensions API in Google Chrome prior to 101.0.4951.41 allowed an attacker who convinced a user to install a malicious extension to leak cross-origin data via a crafted Chrome Extension.,CWE-668,CWE-668,0
647,844,CVE-2022-1487,Use after free in Ozone in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to potentially exploit heap corruption via running a Wayland test.,CWE-416,CWE-416,0
648,845,CVE-2022-1486,Type confusion in V8 in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to obtain potentially sensitive information from process memory via a crafted HTML page.,CWE-843,CWE-843,0
649,846,CVE-2022-1485,Use after free in File System API in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
650,847,CVE-2022-1484,Heap buffer overflow in Web UI Settings in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-787,CWE-787,0
651,848,CVE-2022-1483,Heap buffer overflow in WebGPU in Google Chrome prior to 101.0.4951.41 allowed a remote attacker who had compromised the renderer process to potentially exploit heap corruption via a crafted HTML page.,CWE-787,CWE-787,0
652,849,CVE-2022-1482,Inappropriate implementation in WebGL in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-863,CWE-863,0
653,850,CVE-2022-1481,Use after free in Sharing in Google Chrome on Mac prior to 101.0.4951.41 allowed a remote attacker who convinced a user to engage in specific user interaction to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
654,851,CVE-2022-1479,Use after free in ANGLE in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
655,852,CVE-2022-1478,Use after free in SwiftShader in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
656,853,CVE-2022-1477,Use after free in Vulkan in Google Chrome prior to 101.0.4951.41 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
657,854,CVE-2022-1364,Type confusion in V8 Turbofan in Google Chrome prior to 100.0.4896.127 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-843,CWE-843,0
658,855,CVE-2022-26307,LibreOffice supports the storage of passwords for web connections in the user’s configuration database. The stored passwords are encrypted with a single master key provided by the user. A flaw in LibreOffice existed where master key was poorly encoded resulting in weakening its entropy from 128 to 43 bits making the stored passwords vulerable to a brute force attack if an attacker has access to the users stored config. This issue affects: The Document Foundation LibreOffice 7.2 versions prior to 7.2.7; 7.3 versions prior to 7.3.3.,CWE-312,CWE-312,0
659,856,CVE-2022-26306,LibreOffice supports the storage of passwords for web connections in the user’s configuration database. The stored passwords are encrypted with a single master key provided by the user. A flaw in LibreOffice existed where the required initialization vector for encryption was always the same which weakens the security of the encryption making them vulnerable if an attacker has access to the user's configuration data. This issue affects: The Document Foundation LibreOffice 7.2 versions prior to 7.2.7; 7.3 versions prior to 7.3.1.,CWE-326,CWE-326,0
660,857,CVE-2022-26305,"An Improper Certificate Validation vulnerability in LibreOffice existed where determining if a macro was signed by a trusted author was done by only matching the serial number and issuer string of the used certificate with that of a trusted certificate. This is not sufficient to verify that the macro was actually signed with the certificate. An adversary could therefore create an arbitrary certificate with a serial number and an issuer string identical to a trusted certificate which LibreOffice would present as belonging to the trusted author, potentially leading to the user to execute arbitrary code contained in macros improperly trusted. This issue affects: The Document Foundation LibreOffice 7.2 versions prior to 7.2.7; 7.3 versions prior to 7.3.1.",CWE-295,CWE-295,0
661,858,CVE-2022-2522,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0061.,CWE-122,CWE-122,0
662,859,CVE-2022-1314,Type confusion in V8 in Google Chrome prior to 100.0.4896.88 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-843,CWE-843,0
663,860,CVE-2022-1313,Use after free in tab groups in Google Chrome prior to 100.0.4896.88 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
664,861,CVE-2022-1312,Use after free in storage in Google Chrome prior to 100.0.4896.88 allowed an attacker who convinced a user to install a malicious extension to potentially perform a sandbox escape via a crafted Chrome Extension.,CWE-416,CWE-416,0
665,862,CVE-2022-1311,Use after free in shell in Google Chrome on ChromeOS prior to 100.0.4896.88 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
666,863,CVE-2022-1310,Use after free in regular expressions in Google Chrome prior to 100.0.4896.88 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
667,864,CVE-2022-1309,Insufficient policy enforcement in developer tools in Google Chrome prior to 100.0.4896.88 allowed a remote attacker to potentially perform a sandbox escape via a crafted HTML page.,CWE-863,CWE-863,0
668,865,CVE-2022-1308,Use after free in BFCache in Google Chrome prior to 100.0.4896.88 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
669,866,CVE-2022-1307,Inappropriate implementation in full screen in Google Chrome on Android prior to 100.0.4896.88 allowed a remote attacker to spoof the contents of the Omnibox (URL bar) via a crafted HTML page.,CWE-290,CWE-290,0
670,867,CVE-2022-1306,Inappropriate implementation in compositing in Google Chrome prior to 100.0.4896.88 allowed a remote attacker to spoof the contents of the Omnibox (URL bar) via a crafted HTML page.,CWE-290,CWE-290,0
671,868,CVE-2022-1305,Use after free in storage in Google Chrome prior to 100.0.4896.88 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
672,869,CVE-2022-1232,Type confusion in V8 in Google Chrome prior to 100.0.4896.75 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-843,CWE-843,0
673,871,CVE-2022-36450,Obsidian 0.14.x and 0.15.x before 0.15.5 allows obsidian://hook-get-address remote code execution because window.open is used without checking the URL.,CWE-20,CWE-20,0
674,872,CVE-2021-46829,"GNOME GdkPixbuf (aka GDK-PixBuf) before 2.42.8 allows a heap-based buffer overflow when compositing or clearing frames in GIF files, as demonstrated by io-gif-animation.c composite_frame. This overflow is controllable and could be abused for code execution, especially on 32-bit systems.",CWE-787,CWE-787,0
675,873,CVE-2022-1146,Inappropriate implementation in Resource Timing in Google Chrome prior to 100.0.4896.60 allowed a remote attacker to leak cross-origin data via a crafted HTML page.,CWE-668,CWE-668,0
676,874,CVE-2022-1145,Use after free in Extensions in Google Chrome prior to 100.0.4896.60 allowed an attacker who convinced a user to install a malicious extension to potentially exploit heap corruption via specific user interaction and profile destruction.,CWE-416,CWE-416,0
677,875,CVE-2022-1144,Use after free in WebUI in Google Chrome prior to 100.0.4896.60 allowed a remote attacker who convinced a user to engage in specific user interaction to potentially exploit heap corruption via specific input into DevTools.,CWE-416,CWE-416,0
678,876,CVE-2022-1143,Heap buffer overflow in WebUI in Google Chrome prior to 100.0.4896.60 allowed a remote attacker who convinced a user to engage in specific user interaction to potentially exploit heap corruption via specific input into DevTools.,CWE-787,CWE-787,0
679,877,CVE-2022-1142,Heap buffer overflow in WebUI in Google Chrome prior to 100.0.4896.60 allowed a remote attacker who convinced a user to engage in specific user interaction to potentially exploit heap corruption via specific input into DevTools.,CWE-787,CWE-787,0
680,878,CVE-2022-1141,Use after free in File Manager in Google Chrome prior to 100.0.4896.60 allowed a remote attacker who convinced a user to engage in specific user interaction to potentially exploit heap corruption via specific user gesture.,CWE-416,CWE-416,0
681,879,CVE-2022-1139,Inappropriate implementation in Background Fetch API in Google Chrome prior to 100.0.4896.60 allowed a remote attacker to leak cross-origin data via a crafted HTML page.,CWE-668,CWE-668,0
682,880,CVE-2022-1138,Inappropriate implementation in Web Cursor in Google Chrome prior to 100.0.4896.60 allowed a remote attacker who had compromised the renderer process to obscure the contents of the Omnibox (URL bar) via a crafted HTML page.,CWE-668,CWE-668,0
683,881,CVE-2022-1137,Inappropriate implementation in Extensions in Google Chrome prior to 100.0.4896.60 allowed an attacker who convinced a user to install a malicious extension to leak potentially sensitive information via a crafted HTML page.,CWE-668,CWE-668,0
684,882,CVE-2022-1136,Use after free in Tab Strip in Google Chrome prior to 100.0.4896.60 allowed an attacker who convinced a user to install a malicious extension to potentially exploit heap corruption via specific set of user gestures.,CWE-416,CWE-416,0
685,883,CVE-2022-1135,Use after free in Shopping Cart in Google Chrome prior to 100.0.4896.60 allowed a remote attacker to potentially exploit heap corruption via standard feature user interaction.,CWE-416,CWE-416,0
686,884,CVE-2022-1134,Type confusion in V8 in Google Chrome prior to 100.0.4896.60 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-843,CWE-843,0
687,885,CVE-2022-1133,Use after free in WebRTC Perf in Google Chrome prior to 100.0.4896.60 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
688,886,CVE-2022-1132,Inappropriate implementation in Virtual Keyboard in Google Chrome on Chrome OS prior to 100.0.4896.60 allowed a local attacker to bypass navigation restrictions via physical access to the device.,CWE-863,CWE-863,0
689,887,CVE-2022-1131,Use after free in Cast UI in Google Chrome prior to 100.0.4896.60 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
690,888,CVE-2022-1130,Insufficient validation of trust input in WebOTP in Google Chrome on Android prior to 100.0.4896.60 allowed a remote attacker to send arbitrary intents from any app via a malicious app.,CWE-476,CWE-476,0
691,889,CVE-2022-1129,Inappropriate implementation in Full Screen Mode in Google Chrome on Android prior to 100.0.4896.60 allowed a remote attacker to spoof the contents of the Omnibox (URL bar) via a crafted HTML page.,CWE-290,CWE-290,0
692,890,CVE-2022-1128,Inappropriate implementation in Web Share API in Google Chrome on Windows prior to 100.0.4896.60 allowed an attacker on the local network segment to leak cross-origin data via a crafted HTML page.,CWE-668,CWE-668,0
693,891,CVE-2022-1127,Use after free in QR Code Generator in Google Chrome prior to 100.0.4896.60 allowed a remote attacker who convinced a user to engage in specific user interaction to potentially exploit heap corruption via user interaction.,CWE-416,CWE-416,0
694,892,CVE-2022-1125,Use after free in Portals in Google Chrome prior to 100.0.4896.60 allowed a remote attacker who convinced a user to engage in specific user interaction to potentially exploit heap corruption via user interaction.,CWE-416,CWE-416,0
695,893,CVE-2022-1096,Type confusion in V8 in Google Chrome prior to 99.0.4844.84 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-843,CWE-843,0
696,894,CVE-2022-0980,Use after free in New Tab Page in Google Chrome prior to 99.0.4844.74 allowed an attacker who convinced a user to install a malicious extension to potentially exploit heap corruption via specific user interactions.,CWE-416,CWE-416,0
697,895,CVE-2022-0979,Use after free in Safe Browsing in Google Chrome on Android prior to 99.0.4844.74 allowed a remote attacker who convinced a user to engage in specific user interaction to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
698,896,CVE-2022-0978,Use after free in ANGLE in Google Chrome prior to 99.0.4844.74 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
699,897,CVE-2022-2143,"The affected product is vulnerable to two instances of command injection, which may allow an attacker to remotely execute arbitrary code.",CWE-77,CWE-77,0
700,898,CVE-2022-31163,"TZInfo is a Ruby library that provides access to time zone data and allows times to be converted using time zone rules. Versions prior to 0.36.1, as well as those prior to 1.2.10 when used with the Ruby data source tzinfo-data, are vulnerable to relative path traversal. With the Ruby data source, time zones are defined in Ruby files. There is one file per time zone. Time zone files are loaded with `require` on demand. In the affected versions, `TZInfo::Timezone.get` fails to validate time zone identifiers correctly, allowing a new line character within the identifier. With Ruby version 1.9.3 and later, `TZInfo::Timezone.get` can be made to load unintended files with `require`, executing them within the Ruby process. Versions 0.3.61 and 1.2.10 include fixes to correctly validate time zone identifiers. Versions 2.0.0 and later are not vulnerable. Version 0.3.61 can still load arbitrary files from the Ruby load path if their name follows the rules for a valid time zone identifier and the file has a prefix of `tzinfo/definition` within a directory in the load path. Applications should ensure that untrusted files are not placed in a directory on the load path. As a workaround, the time zone identifier can be validated before passing to `TZInfo::Timezone.get` by ensuring it matches the regular expression `\A[A-Za-z0-9+\-_]+(?:\/[A-Za-z0-9+\-_]+)*\z`.",CWE-22,CWE-23,0
701,899,CVE-2022-0977,Use after free in Browser UI in Google Chrome on Chrome OS prior to 99.0.4844.74 allowed a remote attacker who convinced a user to engage in specific user interaction to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
702,900,CVE-2022-0976,Heap buffer overflow in GPU in Google Chrome prior to 99.0.4844.74 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-787,CWE-787,0
703,901,CVE-2022-0975,Use after free in ANGLE in Google Chrome prior to 99.0.4844.74 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
704,902,CVE-2022-0974,Use after free in Splitscreen in Google Chrome on Chrome OS prior to 99.0.4844.74 allowed a remote attacker who convinced a user to engage in specific user interaction to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
705,903,CVE-2022-0973,Use after free in Safe Browsing in Google Chrome prior to 99.0.4844.74 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
706,904,CVE-2022-0972,Use after free in Extensions in Google Chrome prior to 99.0.4844.74 allowed an attacker who convinced a user to install a malicious extension to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
707,905,CVE-2022-0971,Use after free in Blink Layout in Google Chrome on Android prior to 99.0.4844.74 allowed a remote attacker who had compromised the renderer process to potentially exploit heap corruption via a crafted HTML page.,CWE-416,CWE-416,0
708,920,CVE-2022-22031,Windows Credential Guard Domain-joined Public Key Elevation of Privilege Vulnerability.,CWE-269,CWE-269,0
709,921,CVE-2022-29901,Intel microprocessor generations 6 to 8 are affected by a new Spectre variant that is able to bypass their retpoline mitigation in the kernel to leak arbitrary data. An attacker with unprivileged user access can hijack return instructions to achieve arbitrary speculative code execution under certain microarchitecture-dependent conditions.,CWE-668,CWE-668,0
710,922,CVE-2022-29900,Mis-trained branch predictions for return instructions may allow arbitrary speculative code execution under certain microarchitecture-dependent conditions.,CWE-200,CWE-200,0
711,923,CVE-2022-2345,Use After Free in GitHub repository vim/vim prior to 9.0.0046.,CWE-416,CWE-416,0
712,924,CVE-2022-2344,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0045.,CWE-122,CWE-122,0
713,925,CVE-2022-2343,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0044.,CWE-122,CWE-122,0
714,926,CVE-2022-2048,"In Eclipse Jetty HTTP/2 server implementation, when encountering an invalid HTTP/2 request, the error handling has a bug that can wind up not properly cleaning up the active connections and associated resources. This can lead to a Denial of Service scenario where there are no enough resources left to process good requests.",CWE-400,CWE-400,0
715,927,CVE-2022-2047,"In Eclipse Jetty versions 9.4.0 thru 9.4.46, and 10.0.0 thru 10.0.9, and 11.0.0 thru 11.0.9 versions, the parsing of the authority segment of an http scheme URI, the Jetty HttpURI class improperly detects an invalid input as a hostname. This can lead to failures in a Proxy scenario.",CWE-20,CWE-20,0
716,928,CVE-2022-34007,EQS Integrity Line Professional through 2022-07-01 allows a stored XSS via a crafted whistleblower entry.,CWE-79,CWE-79,0
717,929,CVE-2022-2304,Stack-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.,CWE-121,CWE-121,0
718,930,CVE-2022-34265,An issue was discovered in Django 3.2 before 3.2.14 and 4.0 before 4.0.6. The Trunc() and Extract() database functions are subject to SQL injection if untrusted data is used as a kind/lookup_name value. Applications that constrain the lookup name and kind choice to a known safe list are unaffected.,CWE-89,CWE-89,0
719,931,CVE-2022-33171,"** DISPUTED ** The findOne function in TypeORM before 0.3.0 can either be supplied with a string or a FindOneOptions object. When input to the function is a user-controlled parsed JSON object, supplying a crafted FindOneOptions instead of an id string leads to SQL injection. NOTE: the vendor's position is that the user's application is responsible for input validation.",CWE-89,CWE-89,0
720,932,CVE-2022-2289,Use After Free in GitHub repository vim/vim prior to 9.0.,CWE-416,CWE-416,0
721,933,CVE-2022-2288,Out-of-bounds Write in GitHub repository vim/vim prior to 9.0.,CWE-787,CWE-787,0
722,934,CVE-2022-2287,Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.,CWE-125,CWE-125,0
723,935,CVE-2022-2286,Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.,CWE-125,CWE-125,0
724,936,CVE-2022-2285,Integer Overflow or Wraparound in GitHub repository vim/vim prior to 9.0.,CWE-190,CWE-190,0
725,937,CVE-2022-2284,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.,CWE-122,CWE-122,0
726,938,CVE-2022-32091,MariaDB v10.7 was discovered to contain an use-after-poison in in __interceptor_memset at /libsanitizer/sanitizer_common/sanitizer_common_interceptors.inc.,CWE-119,CWE-416,0
727,944,CVE-2022-32082,MariaDB v10.5 to v10.7 was discovered to contain an assertion failure at table->get_ref_count() == 0 in dict0dict.cc.,CWE-617,CWE-617,0
728,945,CVE-2022-32081,MariaDB v10.4 to v10.7 was discovered to contain an use-after-poison in prepare_inplace_add_virtual at /storage/innobase/handler/handler0alter.cc.,CWE-119,CWE-416,0
729,946,CVE-2022-2264,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.,CWE-122,CWE-122,0
730,947,CVE-2022-2257,Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.,CWE-125,CWE-125,0
731,951,CVE-2022-2231,NULL Pointer Dereference in GitHub repository vim/vim prior to 8.2.,CWE-476,CWE-476,0
732,952,CVE-2022-2210,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,CWE-787,CWE-787,0
733,953,CVE-2022-2208,NULL Pointer Dereference in GitHub repository vim/vim prior to 8.2.5163.,CWE-476,CWE-476,0
734,954,CVE-2022-2207,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,CWE-122,CWE-122,0
735,955,CVE-2022-1327,"The Image Gallery WordPress plugin before 1.1.6 does not sanitize and escape some of its Image fields, which could allow high-privileged users such as admin to perform Cross-Site Scripting attacks even when unfiltered_html is disallowed",CWE-79,CWE-79,0
736,956,CVE-2022-2206,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,CWE-125,CWE-125,0
737,957,CVE-2022-20829,"A vulnerability in the packaging of Cisco Adaptive Security Device Manager (ASDM) images and the validation of those images by Cisco Adaptive Security Appliance (ASA) Software could allow an authenticated, remote attacker with administrative privileges to upload an ASDM image that contains malicious code to a device that is running Cisco ASA Software. This vulnerability is due to insufficient validation of the authenticity of an ASDM image during its installation on a device that is running Cisco ASA Software. An attacker could exploit this vulnerability by installing a crafted ASDM image on the device that is running Cisco ASA Software and then waiting for a targeted user to access that device using ASDM. A successful exploit could allow the attacker to execute arbitrary code on the machine of the targeted user with the privileges of that user on that machine. Notes: To successfully exploit this vulnerability, the attacker must have administrative privileges on the device that is running Cisco ASA Software. Potential targets are limited to users who manage the same device that is running Cisco ASA Software using ASDM. Cisco has released and will release software updates that address this vulnerability.",CWE-345,CWE-345,0
738,959,CVE-2022-32209,"# Possible XSS Vulnerability in Rails::Html::SanitizerThere is a possible XSS vulnerability with certain configurations of Rails::Html::Sanitizer.This vulnerability has been assigned the CVE identifier CVE-2022-32209.Versions Affected: ALLNot affected: NONEFixed Versions: v1.4.3## ImpactA possible XSS vulnerability with certain configurations of Rails::Html::Sanitizer may allow an attacker to inject content if the application developer has overridden the sanitizer's allowed tags to allow both `select` and `style` elements.Code is only impacted if allowed tags are being overridden. This may be done via application configuration:```ruby# In config/application.rbconfig.action_view.sanitized_allowed_tags = [""select"", ""style""]```see https://guides.rubyonrails.org/configuring.html#configuring-action-viewOr it may be done with a `:tags` option to the Action View helper `sanitize`:```<%= sanitize @comment.body, tags: [""select"", ""style""] %>```see https://api.rubyonrails.org/classes/ActionView/Helpers/SanitizeHelper.html#method-i-sanitizeOr it may be done with Rails::Html::SafeListSanitizer directly:```ruby# class-level optionRails::Html::SafeListSanitizer.allowed_tags = [""select"", ""style""]```or```ruby# instance-level optionRails::Html::SafeListSanitizer.new.sanitize(@article.body, tags: [""select"", ""style""])```All users overriding the allowed tags by any of the above mechanisms to include both ""select"" and ""style"" should either upgrade or use one of the workarounds immediately.## ReleasesThe FIXED releases are available at the normal locations.## WorkaroundsRemove either `select` or `style` from the overridden allowed tags.## CreditsThis vulnerability was responsibly reported by [windshock](https://hackerone.com/windshock?type=user).",CWE-79,CWE-79,0
739,960,CVE-2022-2183,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,CWE-125,CWE-125,0
740,961,CVE-2022-2182,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,CWE-122,CWE-122,0
741,962,CVE-2022-29526,"Go before 1.17.10 and 1.18.x before 1.18.2 has Incorrect Privilege Assignment. When called with a non-zero flags parameter, the Faccessat function could incorrectly report that a file is accessible.",CWE-269,CWE-269,0
742,963,CVE-2022-2175,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,CWE-126,CWE-126,0
743,964,CVE-2022-34305,"In Apache Tomcat 10.1.0-M1 to 10.1.0-M16, 10.0.0-M1 to 10.0.22, 9.0.30 to 9.0.64 and 8.5.50 to 8.5.81 the Form authentication example in the examples web application displayed user provided data without filtering, exposing a XSS vulnerability.",CWE-79,CWE-79,0
744,965,CVE-2022-20651,"A vulnerability in the logging component of Cisco Adaptive Security Device Manager (ASDM) could allow an authenticated, local attacker to view sensitive information in clear text on an affected system. Cisco ADSM must be deployed in a shared workstation environment for this issue to be exploited. This vulnerability is due to the storage of unencrypted credentials in certain logs. An attacker could exploit this vulnerability by accessing the logs on an affected system. A successful exploit could allow the attacker to view the credentials of other users of the shared device.",CWE-532,CWE-532,0
745,967,CVE-2022-1720,"Buffer Over-read in function grab_file_name in GitHub repository vim/vim prior to 8.2.4956. This vulnerability is capable of crashing the software, memory modification, and possible remote execution.",CWE-126,CWE-126,0
746,968,CVE-2022-2129,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,CWE-787,CWE-787,0
747,969,CVE-2022-2126,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,CWE-125,CWE-125,0
748,970,CVE-2022-2125,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,CWE-122,CWE-122,0
749,971,CVE-2022-2124,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,CWE-126,CWE-126,0
750,972,CVE-2021-46822,The PPM reader in libjpeg-turbo through 2.0.90 mishandles use of tjLoadImage for loading a 16-bit binary PPM file into a grayscale buffer and loading a 16-bit binary PGM file into an RGB buffer. This is related to a heap-based buffer overflow in the get_word_rgb_row function in rdppm.c.,CWE-787,CWE-787,0
751,973,CVE-2022-30670,RoboHelp Server earlier versions than RHS 11 Update 3 are affected by an Improper Authorization vulnerability which could lead to privilege escalation. An authenticated attacker could leverage this vulnerability to achieve full administrator privileges. Exploitation of this issue does not require user interaction.,CWE-285,CWE-285,0
752,974,CVE-2022-31625,"In PHP versions 7.4.x below 7.4.30, 8.0.x below 8.0.20, and 8.1.x below 8.1.7, when using Postgres database extension, supplying invalid parameters to the parametrized query may lead to PHP attempting to free memory using uninitialized data as pointers. This could lead to RCE vulnerability or denial of service.",CWE-763,CWE-763,0
